23|96
53|45
53|92
73|27
73|37
73|24
31|84
31|76
31|59
31|73
55|29
55|31
55|73
55|68
55|57
68|78
68|59
68|13
68|56
68|24
68|48
52|61
52|68
52|55
52|92
52|97
52|11
52|57
37|31
37|76
37|59
37|41
37|11
37|55
37|71
37|57
71|85
71|42
71|18
71|48
71|98
71|13
71|38
71|63
71|88
97|13
97|76
97|46
97|71
97|57
97|11
97|12
97|39
97|54
97|59
98|77
98|26
98|78
98|23
98|42
98|24
98|17
98|51
98|18
98|73
98|53
46|85
46|76
46|84
46|59
46|14
46|68
46|45
46|92
46|12
46|83
46|54
46|71
92|13
92|41
92|54
92|55
92|71
92|85
92|84
92|65
92|31
92|94
92|11
92|83
92|82
14|41
14|29
14|12
14|61
14|84
14|39
14|82
14|98
14|68
14|11
14|31
14|83
14|85
14|55
84|13
84|74
84|83
84|73
84|41
84|98
84|56
84|71
84|78
84|39
84|77
84|94
84|29
84|63
84|85
57|85
57|59
57|12
57|73
57|61
57|13
57|56
57|83
57|39
57|71
57|41
57|84
57|48
57|51
57|54
57|76
45|83
45|12
45|29
45|73
45|71
45|84
45|94
45|56
45|11
45|82
45|57
45|61
45|68
45|31
45|39
45|55
45|48
39|71
39|29
39|88
39|13
39|23
39|83
39|24
39|77
39|18
39|94
39|51
39|85
39|52
39|98
39|74
39|38
39|63
39|42
48|65
48|27
48|26
48|46
48|63
48|52
48|62
48|97
48|18
48|38
48|51
48|14
48|77
48|23
48|74
48|78
48|88
48|37
48|53
77|53
77|62
77|26
77|97
77|65
77|68
77|63
77|46
77|92
77|55
77|57
77|17
77|31
77|37
77|61
77|38
77|11
77|14
77|12
77|18
18|92
18|26
18|62
18|61
18|59
18|45
18|53
18|65
18|41
18|97
18|55
18|57
18|84
18|31
18|46
18|17
18|11
18|54
18|12
18|82
18|37
29|24
29|88
29|23
29|56
29|62
29|83
29|98
29|63
29|74
29|85
29|13
29|18
29|94
29|51
29|27
29|78
29|42
29|17
29|73
29|52
29|96
29|48
78|37
78|62
78|45
78|26
78|17
78|96
78|55
78|77
78|65
78|46
78|27
78|57
78|97
78|38
78|18
78|42
78|52
78|53
78|88
78|11
78|92
